,price,bedrooms,bathrooms,m2_living,m2_lot,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode
4138,545.0,4,3.5,174.65764,124.582923,3.0,0,0,3,8,153.28995,21.36769,2007,0,98122
4139,339.999,4,2.0,161.65122,591.699207,1.0,0,0,5,6,80.82561,80.82561,1954,0,98133
4141,545.0,3,2.5,184.87697,478.357547,2.0,0,0,3,8,184.87697,0.0,2003,0,98075
4142,260.0,4,1.75,182.08988,780.3851999999999,1.0,0,0,4,8,182.08988,0.0,1967,0,98023
4143,526.0,3,1.75,156.07704,317.72826,1.0,0,0,3,7,89.18688,66.89016,1992,0,98115
4144,701.0,4,3.0,270.34773,793.39162,2.0,0,0,3,9,270.34773,0.0,2003,0,98059
4145,290.0,3,2.25,139.3545,695.100246,1.0,0,0,4,7,112.41263,26.94187,1968,0,98055
4146,330.6,1,1.0,53.88374,167.132497,1.0,0,0,3,7,53.88374,0.0,1908,2005,98117
4147,550.5,3,1.75,235.97362,769.23684,1.0,0,0,3,7,117.98681,117.98681,1949,0,98177
4148,430.0,2,1.0,88.25785,596.994678,1.0,0,0,3,7,88.25785,0.0,1949,0,98126
4150,260.6,2,1.0,75.25143,423.63768,1.0,0,0,3,7,75.25143,0.0,1928,0,98126
4151,825.0,5,3.0,379.04424,696.7725,2.0,0,2,4,8,252.69616,126.34808,1961,0,98103
4152,378.95,4,2.0,169.08346,780.3851999999999,1.0,0,0,5,7,120.7739,48.30956,1956,0,98155
4153,435.0,4,2.5,246.19295,842.165695,2.0,0,0,3,7,246.19295,0.0,2000,0,98019
4154,631.0,3,2.25,155.14801,129.692588,2.0,0,0,3,9,116.12875,39.01926,2015,0,98115
4155,415.0,3,2.5,230.39944,774.9968259999999,2.0,0,0,3,8,230.39944,0.0,1986,0,98058
4156,222.0,3,1.75,115.19972,702.34668,1.0,0,0,3,8,99.40621,15.79351,1967,0,98003
4157,245.0,3,2.0,129.13517,766.44975,1.0,0,0,3,7,129.13517,0.0,1987,0,98042
4158,720.0,3,2.5,267.56064,940.735778,2.0,0,0,4,10,267.56064,0.0,1985,0,98074
4159,215.0,3,1.0,98.47718,924.7564619999999,1.0,0,0,4,7,98.47718,0.0,1960,0,98032
4160,579.1,2,1.0,99.40621,255.854862,1.0,0,0,3,7,77.10949,22.29672,1924,0,98103
4161,522.5,4,1.75,152.36092,863.904997,1.5,0,0,4,7,80.82561,71.53531,1943,0,98056
4162,489.0,3,2.0,140.28353,278.709,1.0,0,0,4,7,84.54173,55.7418,1972,0,98115
4163,240.0,3,1.0,114.27069,218.600759,1.5,0,0,4,6,114.27069,0.0,1925,0,98106
4164,420.25,3,2.0,140.28353,339.746271,1.0,0,0,3,8,140.28353,0.0,2007,0,98053
4165,523.0,4,2.5,295.43154,1938.88561,2.0,0,0,3,8,196.95436,98.47718,1967,0,98034
4166,628.0,4,2.0,209.96078,557.418,1.0,0,0,3,8,132.85129,77.10949,1958,0,98115
4167,320.0,4,2.5,178.37376,676.055131,2.0,0,0,4,8,178.37376,0.0,1990,0,98031
4168,359.95,3,2.5,183.94794,724.6434,2.0,0,0,3,8,183.94794,0.0,1999,0,98055
4169,232.0,2,1.0,111.4836,749.076889,1.0,0,0,4,6,111.4836,0.0,1958,0,98198
4170,810.0,4,2.25,187.66406,520.2568,1.0,0,2,4,8,112.41263,75.25143,1961,0,98115
4171,245.0,4,1.5,186.73503,702.439583,1.5,0,0,4,7,175.58667,11.14836,1921,0,98002
4172,273.0,3,2.25,179.30279,761.061376,1.0,0,0,3,7,136.56741,42.73538,1984,0,98003
4174,438.0,5,1.0,181.16085,580.64375,1.5,0,0,4,7,134.70935,46.4515,1917,0,98136
4175,400.0,3,1.75,196.02533,1820.8988,1.0,0,0,4,8,196.02533,0.0,1959,0,98055
4176,340.0,3,1.0,116.12875,445.9344,1.0,0,0,4,7,116.12875,0.0,1951,0,98126
4177,552.0,2,2.5,128.20614,88.350753,3.0,0,0,3,9,128.20614,0.0,2006,0,98103
4178,790.0,3,1.75,190.45115,379.04424,2.0,0,0,3,8,190.45115,0.0,1991,0,98105
4179,360.0,3,1.5,167.2254,2043.866,2.0,0,0,3,8,167.2254,0.0,1931,0,98168
4180,235.0,3,1.0,121.70293,1395.588866,1.0,0,0,3,7,121.70293,0.0,1934,1984,98168
4181,775.0,2,1.0,93.83203,334.4508,1.0,0,0,3,7,93.83203,0.0,1913,0,98107
4182,489.2,3,2.75,171.87055,891.8688,1.5,0,0,5,7,171.87055,0.0,1965,0,98034
4183,341.0,3,2.25,162.58025,826.8367,2.0,0,0,4,8,162.58025,0.0,1977,0,98058
4184,335.0,4,2.5,200.11306199999999,562.06315,2.0,0,0,3,8,200.11306199999999,0.0,2012,0,98030
4185,393.5,3,1.75,114.27069,133.873223,2.0,0,0,3,8,93.83203,20.43866,2004,0,98116
4186,360.0,3,2.0,182.08988,821.819938,1.0,0,3,4,6,91.04494,91.04494,1940,0,98178
4187,400.8,4,1.0,99.40621,534.19225,1.0,0,0,3,6,80.82561,18.5806,1923,0,98126
4188,585.0,3,1.0,134.70935,499.632334,1.0,0,0,3,7,110.55457,24.15478,1939,0,98199
4191,300.0,3,1.0,113.34166,1207.739,1.0,0,0,4,7,113.34166,0.0,1955,0,98133
4192,1045.0,4,2.75,274.06385,423.63768,2.0,0,0,5,7,168.15443,105.90942,1912,0,98103
4193,360.0,3,1.5,124.49002,103.12233,2.0,0,0,3,7,96.61912,27.8709,1999,0,98117
4194,665.9,4,2.25,266.63161,506.600059,2.0,0,1,4,8,206.24466,60.38695,1926,0,98146
4195,470.0,4,1.0,240.61877,1693.064272,1.5,0,0,4,7,185.806,54.81277,1911,0,98118
4196,581.0,4,1.75,194.16727,758.460092,1.0,0,0,4,8,99.40621,94.76106,1963,0,98052
4197,527.0,6,3.5,278.709,780.478103,1.0,0,0,3,8,139.3545,139.3545,1979,0,98125
4198,423.0,4,1.75,160.72219,673.082235,1.0,0,0,4,7,81.75464,78.96755,1955,0,98007
4199,875.0,4,3.5,264.77355,410.25964799999997,1.5,0,0,3,7,189.52212,75.25143,1926,0,98103
4200,410.0,3,1.0,94.76106,641.309409,1.0,0,0,3,7,94.76106,0.0,1951,0,98116
4201,606.0,3,2.5,204.3866,557.882515,2.0,0,0,3,9,204.3866,0.0,1997,0,98072
4202,654.0,3,2.5,301.00572,5652.21852,2.0,0,0,3,7,301.00572,0.0,1997,0,98045
4203,150.0,3,0.75,45.52247,3576.7655,1.5,0,0,4,5,45.52247,0.0,1959,0,98014
4204,373.0,3,2.5,277.77997,629.046213,1.0,0,0,3,7,143.99965,133.78032,2003,0,98106
4205,550.0,5,2.0,227.61235,881.463664,1.0,0,0,4,7,115.19972,112.41263,1900,1955,98133
4206,512.5,3,2.5,176.5157,706.434412,2.0,0,0,3,8,176.5157,0.0,1990,0,98033
4207,360.0,4,2.5,245.26391999999998,686.367364,2.0,0,0,3,7,245.26391999999998,0.0,2003,0,98038
4208,369.0,3,2.0,124.49002,137.49644,3.0,0,0,3,8,124.49002,0.0,1997,0,98117
4209,825.0,4,2.5,299.14766,488.855586,2.0,0,0,3,9,299.14766,0.0,2003,0,98033
4210,255.0,3,2.0,86.39979,1066.061925,1.0,0,0,3,7,86.39979,0.0,1978,0,98045
4212,270.0,5,2.5,244.33489,786.88841,1.5,0,0,4,8,244.33489,0.0,1968,0,98002
4213,480.68,3,2.5,160.72219,457.454372,2.0,0,0,3,8,160.72219,0.0,1996,0,98029
4214,525.0,4,1.75,196.95436,717.675675,1.0,0,0,3,8,113.34166,83.6127,1965,0,98007
4215,291.5,3,1.0,81.75464,858.237914,1.5,0,0,5,6,81.75464,0.0,1946,0,98155
4216,305.0,4,2.0,167.2254,1258.928553,1.0,0,0,4,7,167.2254,0.0,1974,0,98059
4217,285.0,3,1.75,148.6448,696.7725,1.0,0,0,3,7,148.6448,0.0,1998,0,98002
4219,329.5,5,1.75,305.65087,743.224,1.0,0,0,3,7,166.29637,139.3545,1968,0,98030
4221,379.26,3,2.5,160.72219,669.087406,1.0,0,0,3,7,123.56099,37.1612,1991,0,98198
4222,356.0,3,2.5,147.71577,316.892133,2.0,0,0,3,7,147.71577,0.0,2000,0,98065
4223,571.9,4,1.75,158.86413,831.203141,1.0,0,0,4,7,158.86413,0.0,1956,0,98007
4224,271.5,3,1.75,185.341485,1705.69908,2.0,0,0,3,7,185.341485,0.0,1957,0,98198
4225,390.0,3,1.75,120.7739,931.81709,1.0,0,0,4,7,120.7739,0.0,1967,0,98034
4226,550.0,3,2.5,252.69616,5788.78593,1.0,0,0,3,8,189.52212,63.17404,1985,0,98038
4227,755.0,2,2.5,126.34808,192.30921,2.0,0,0,3,8,126.34808,0.0,1999,0,98102
4228,509.5,2,2.5,147.71577,137.960955,2.0,0,0,3,8,120.7739,26.94187,1994,0,98199
4229,486.7,2,1.0,111.4836,583.245034,1.0,0,0,3,7,100.33524,11.14836,1942,0,98103
4230,527.5,2,1.0,108.69651,278.709,1.5,0,0,3,7,108.69651,0.0,1910,0,98103
4231,475.0,5,2.5,186.73503,334.4508,1.5,0,0,3,6,140.28353,46.4515,1912,0,98119
4232,268.0,3,2.75,174.65764,166.575079,2.0,0,0,3,7,168.15443,6.50321,2001,0,98108
4233,562.0,3,2.0,301.93475,4694.295687,2.0,0,0,4,8,301.93475,0.0,1978,0,98075
4234,780.0,4,2.5,210.88981,1249.452447,1.0,0,0,4,9,121.70293,89.18688,1975,0,98040
4235,700.0,9,3.0,341.88304,408.7732,2.0,0,0,3,7,262.91549,78.96755,1908,0,98102
4236,710.0,3,2.0,174.65764,278.709,1.0,0,0,4,8,96.61912,78.03852,1931,0,98109
4237,445.0,3,1.0,97.54814999999999,526.202592,1.0,0,0,4,7,84.54173,13.00642,1947,0,98115
4238,729.0,3,3.25,209.03175,5625.090844,1.0,0,0,3,9,209.03175,0.0,2005,0,98038
4239,384.4,3,3.25,156.913167,128.949364,3.0,0,0,3,8,156.913167,0.0,2008,0,98125
4240,815.0,6,3.0,265.70258,1658.597259,1.0,0,0,3,8,132.85129,132.85129,1962,2015,98006
4241,865.0,4,2.5,251.76713,378.022307,3.0,0,0,4,10,251.76713,0.0,1990,0,98122
4242,514.0,3,2.0,164.43831,668.9016,1.0,0,0,4,7,164.43831,0.0,1967,0,98033
4243,615.0,4,2.75,261.98646,1225.669279,1.0,0,0,3,8,172.79958,89.18688,1965,0,98006
4244,865.0,4,3.25,315.8702,9213.19051,1.0,0,0,4,8,185.806,130.0642,1980,0,98072
4245,755.0,4,2.5,288.92833,643.81779,2.0,0,0,3,9,288.92833,0.0,2004,0,98052
4246,425.0,4,1.0,137.49644,773.0458629999999,1.0,0,0,3,7,100.33524,37.1612,1953,0,98155
4247,375.0,2,1.0,87.32882,914.072617,1.0,0,0,3,6,87.32882,0.0,1910,0,98136
4248,750.0,4,2.5,248.98004,422.522844,2.0,0,0,3,8,248.98004,0.0,2009,0,98052
4249,722.0,4,2.75,296.36057,502.419424,2.0,0,0,3,9,296.36057,0.0,2005,0,98075
4250,1011.0,3,2.5,178.37376,416.20544,2.0,0,1,3,9,178.37376,0.0,1949,1997,98119
4251,725.0,3,2.5,242.47683,697.70153,2.0,0,0,3,9,242.47683,0.0,1996,0,98052
4252,170.0,3,0.75,96.61912,3918.64854,1.0,0,0,2,6,96.61912,0.0,1947,0,98055
4253,845.0,4,3.25,267.56064,3280.869445,1.0,0,0,3,11,210.88981,56.67083,1982,0,98005
4254,271.9,3,2.0,134.70935,814.852213,2.0,0,0,4,7,134.70935,0.0,1991,0,98022
4256,261.5,4,2.5,228.54138,724.6434,1.0,0,0,3,8,139.3545,89.18688,1977,0,98023
4257,619.5,3,2.5,201.59951,464.515,2.0,0,0,3,9,201.59951,0.0,2003,0,98029
4258,435.0,5,2.25,183.01891,1416.492041,1.0,0,0,3,7,134.70935,48.30956,1986,0,98024
4259,210.0,3,1.0,92.903,506.692962,1.0,0,0,3,7,92.903,0.0,1954,0,98133
4260,489.95,3,2.0,146.78674,372.54103,1.0,0,0,4,7,73.39337,73.39337,1909,0,98117
4261,260.0,4,1.5,197.88339,817.5464,1.0,0,0,3,7,102.1933,95.69009,1962,0,98032
4262,300.0,4,1.0,127.27711,789.582597,1.0,0,0,3,7,127.27711,0.0,1949,0,98155
4263,530.0,4,2.0,199.74145,1315.599383,1.0,0,2,3,8,123.56099,76.18046,1966,0,98003
4264,235.0,3,1.75,127.27711,1303.42909,1.0,0,0,4,8,127.27711,0.0,1977,0,98092
4265,593.5,3,1.0,127.27711,371.612,2.0,0,0,4,8,127.27711,0.0,1918,0,98105
4266,562.0,3,3.0,305.65087,7475.997313,2.0,0,2,4,8,216.46399,89.18688,1975,0,98070
4267,585.0,3,2.0,296.36057,19263.065438,2.0,0,0,3,9,296.36057,0.0,1994,0,98022
4269,199.5,3,1.75,157.00607,826.929603,1.0,0,0,3,7,157.00607,0.0,1986,0,98030
4270,544.5,5,1.0,157.00607,301.00572,1.5,0,0,3,7,157.00607,0.0,1914,0,98115
4271,394.9,3,1.0,132.85129,1242.11311,1.0,0,0,3,7,132.85129,0.0,1962,0,98034
4272,912.0,4,3.75,183.94794,380.437785,2.0,0,0,3,9,183.94794,0.0,2009,0,98103
4273,260.0,3,2.5,138.42547,752.700106,2.0,0,0,4,7,138.42547,0.0,1990,0,98042
4274,858.0,5,3.0,336.30886,1187.114534,1.0,0,2,5,8,176.5157,159.79316,1964,0,98006
4276,242.15,4,1.75,138.42547,793.763232,1.0,0,0,4,7,138.42547,0.0,1970,0,98031
4277,220.0,3,1.75,114.27069,668.9016,1.0,0,0,3,7,114.27069,0.0,1986,0,98023
4278,235.0,3,2.0,176.5157,741.36594,1.0,0,0,4,7,124.49002,52.02568,1977,0,98023
4279,370.0,3,1.75,142.14159,956.9009,1.0,0,0,4,7,142.14159,0.0,1978,0,98133
4280,450.0,3,1.75,212.74787,4168.185998,1.0,0,0,3,8,129.13517,83.6127,1981,0,98077
4281,534.95,5,1.5,208.10272,588.726311,1.0,0,0,3,8,118.91584,89.18688,1956,0,98125
4282,730.0,4,2.5,322.37341,1325.818713,2.0,0,0,3,9,322.37341,0.0,2005,0,98065
4283,465.0,4,2.5,283.35415,3014.70235,1.0,0,0,4,8,143.99965,139.3545,1983,0,98030
4284,178.0,3,1.0,102.1933,532.705802,1.0,0,0,4,7,102.1933,0.0,1955,0,98030
4285,215.0,3,1.0,149.57383,663.32742,1.0,0,0,3,7,100.33524,49.23859,1976,0,98031
4286,300.0,3,2.75,177.44473,1440.739724,1.0,0,0,3,8,112.41263,65.0321,1984,0,98023
4287,430.0,3,2.0,140.28353,656.452598,1.0,0,2,3,7,114.27069,26.01284,1973,0,98125
4288,183.0,3,1.5,118.91584,405.614498,2.0,0,0,4,6,118.91584,0.0,1985,0,98002
4289,585.0,3,2.5,177.44473,139.447403,2.5,0,0,3,8,142.14159,35.30314,2007,0,98199
4290,192.95,3,1.0,108.69651,309.36699,2.0,0,0,4,6,108.69651,0.0,1969,0,98092
4291,599.0,2,1.0,143.99965,716.560839,1.0,0,0,3,7,143.99965,0.0,1930,1979,98117
4292,326.5,3,1.0,98.47718,735.79176,1.0,0,0,4,7,98.47718,0.0,1968,0,98106
4293,358.803,2,1.0,96.61912,535.585795,1.0,0,0,3,7,96.61912,0.0,1944,0,98133
4294,537.0,3,2.5,143.99965,1200.30676,2.0,0,0,5,7,143.99965,0.0,1999,0,98033
4296,156.0,2,1.0,85.47076,547.105767,1.0,0,0,4,6,85.47076,0.0,1950,0,98002
4297,219.0,3,1.0,116.12875,768.865228,1.5,0,0,5,6,116.12875,0.0,1939,0,98022
4299,248.0,5,1.75,203.45757,1559.655564,1.0,0,2,3,8,128.20614,75.25143,1978,0,98030
4300,340.0,3,1.75,124.49002,18210.84606,1.0,0,0,4,7,124.49002,0.0,1987,0,98010
4301,899.1,5,2.5,223.89623,1421.4159,1.0,0,0,4,8,130.0642,93.83203,1975,0,98040
4302,346.95,3,1.75,170.01248999999999,1017.659462,1.0,0,0,3,7,170.01248999999999,0.0,1963,0,98155
4303,330.0,3,1.0,171.87055,536.514825,2.0,0,0,3,6,161.65122,10.21933,1928,0,98108
4304,325.0,3,1.0,130.99323,766.44975,1.0,0,0,3,7,130.99323,0.0,1954,0,98177
4305,315.0,3,1.75,135.63838,732.447252,1.0,0,0,3,8,135.63838,0.0,1975,0,98058
4306,649.95,3,2.5,139.3545,127.741625,2.0,0,0,3,9,111.4836,27.8709,2014,0,98119
4307,316.0,3,1.0,104.98039,668.9016,1.5,0,0,4,6,104.98039,0.0,1942,0,98133
4308,386.0,2,2.5,150.50286,296.917988,2.0,0,0,3,8,150.50286,0.0,2008,0,98065
4309,535.0,2,1.75,216.46399,676.33384,1.0,0,0,3,7,134.70935,81.75464,1982,0,98188
4310,600.0,3,3.0,141.21256,167.2254,3.0,0,0,3,7,141.21256,0.0,2003,0,98115
4311,339.0,4,2.5,263.84452,812.529638,2.0,0,0,3,8,263.84452,0.0,2001,0,98022
4312,167.0,3,2.0,141.21256,692.684768,1.0,0,0,3,7,141.21256,0.0,1949,0,98166
4313,430.0,3,1.0,161.65122,445.9344,1.0,0,0,3,8,161.65122,0.0,1952,0,98118
4314,688.0,4,4.0,371.612,864.834027,2.0,0,0,3,9,371.612,0.0,2007,0,98065
4315,834.5,3,2.25,258.27034,557.418,1.0,0,3,4,9,155.14801,103.12233,1948,0,98199
4316,1075.0,4,4.25,325.1605,812.90125,1.0,0,4,5,9,198.81242,126.34808,1951,0,98177
4317,250.0,3,1.0,98.47718,4856.225616,1.0,0,0,3,7,98.47718,0.0,1960,0,98030
4318,402.5,3,1.0,119.84487,371.612,1.5,0,0,3,7,119.84487,0.0,1926,0,98118
4319,432.5,3,2.5,222.03817,597.8308049999999,1.0,0,0,3,8,148.6448,73.39337,1978,0,98034
4320,485.0,5,1.75,228.54138,1309.9323,1.0,0,0,3,7,128.20614,100.33524,1972,0,98028
4321,560.0,4,2.75,272.20579,2043.866,1.0,0,3,4,9,146.78674,125.41905,1978,0,98023
4322,410.0,4,2.25,204.3866,770.351676,2.0,0,0,3,7,204.3866,0.0,1990,0,98155
4323,455.0,3,2.5,173.72861,682.279632,1.0,0,0,3,8,136.56741,37.1612,1980,0,98034
4324,459.5,4,2.5,191.38018,833.154104,1.0,0,0,4,7,110.55457,80.82561,1975,0,98155
4325,371.0,4,1.75,149.57383,1050.268415,1.0,0,0,3,7,149.57383,0.0,1968,0,98034
4326,289.5,3,2.25,196.95436,315.8702,2.0,0,0,3,7,196.95436,0.0,2002,0,98092
4327,395.0,3,3.5,134.70935,117.336489,2.0,0,0,3,8,107.76748,26.94187,2007,0,98199
4328,496.752,2,1.0,183.94794,464.515,1.0,0,0,4,7,101.26427,82.68367,1923,0,98144
4329,227.0,2,1.0,79.89658,631.7404,1.0,0,0,3,6,79.89658,0.0,1943,0,98133
4330,330.0,3,1.75,135.63838,860.374683,1.0,0,0,3,7,135.63838,0.0,1985,0,98056
4331,480.0,5,2.0,240.61877,799.89483,1.0,0,0,4,7,124.49002,116.12875,1958,0,98008
4332,290.0,2,1.0,104.05136,20234.2734,1.0,0,0,3,6,104.05136,0.0,1976,0,98019
4333,281.0,3,1.0,124.49002,1982.178408,1.5,0,0,4,5,124.49002,0.0,1945,0,98032
4334,705.0,4,1.5,165.36734,289.85735999999997,1.5,0,3,3,8,165.36734,0.0,1926,0,98118
4336,485.0,4,3.25,261.98646,614.181733,1.0,0,0,3,7,130.99323,130.99323,1958,0,98155
4337,622.0,3,2.25,143.99965,178.280857,3.0,0,0,3,8,143.99965,0.0,2003,0,98107
4338,380.0,3,2.25,148.6448,3701.998744,1.0,0,3,4,8,148.6448,0.0,1958,0,98022
4340,561.5,3,1.75,182.08988,592.72114,1.0,0,0,4,7,91.04494,91.04494,1939,0,98115
4341,242.0,3,1.0,90.11591,891.8688,1.0,0,0,3,7,90.11591,0.0,1972,0,98045
4342,348.5,3,1.5,126.34808,996.477578,1.0,0,0,4,7,126.34808,0.0,1966,0,98059
4343,370.0,3,1.5,126.34808,996.477578,1.0,0,0,4,7,126.34808,0.0,1966,0,98059
4344,752.0,6,3.75,353.96043,619.012689,2.0,0,0,4,8,353.96043,0.0,1977,0,98103
4345,230.0,3,1.75,124.49002,766.44975,1.0,0,0,3,7,102.1933,22.29672,1985,0,98042
4346,715.0,3,2.25,184.87697,462.37823099999997,3.0,0,0,3,9,184.87697,0.0,2012,0,98118
4347,240.415,3,1.75,104.05136,946.402861,1.0,0,0,3,7,104.05136,0.0,1968,0,98198
4348,562.0,4,1.75,191.38018,379.04424,1.5,0,0,3,7,135.63838,55.7418,1922,1996,98105
4349,360.0,3,1.5,108.69651,379.04424,1.0,0,0,5,6,108.69651,0.0,1917,0,98126
4350,659.95,3,2.5,149.57383,115.757138,2.0,0,1,3,9,100.33524,49.23859,2014,0,98119
4351,458.5,3,2.0,175.58667,148.551897,2.0,0,0,3,9,132.85129,42.73538,2012,0,98136
4352,259.95,2,2.0,99.40621,60.294047,2.0,0,0,3,9,66.89016,32.51605,2008,0,98106
4353,366.0,3,1.75,156.07704,567.451524,1.0,0,0,3,8,156.07704,0.0,1989,0,98055
4354,978.0,4,2.75,268.48967,726.594363,2.0,0,0,3,9,268.48967,0.0,2014,0,98006
4355,525.0,2,1.0,126.34808,568.56636,1.0,0,0,3,7,98.47718,27.8709,1947,0,98115
4356,926.3,3,1.5,154.21898,445.9344,2.0,0,0,3,8,154.21898,0.0,1907,0,98119
4357,750.0,2,1.0,150.50286,568.56636,1.0,0,0,3,7,150.50286,0.0,1951,0,98115
4358,660.0,2,1.0,89.18688,581.851489,1.0,0,1,4,6,89.18688,0.0,1942,0,98033
4359,305.0,4,1.75,92.903,668.9016,1.5,0,0,4,6,92.903,0.0,1947,0,98155
4360,800.0,2,2.5,222.50268499999999,570.703129,1.0,0,0,3,8,222.50268499999999,0.0,2003,0,98053
4361,600.0,4,1.75,283.35415,877.00432,1.0,0,0,3,8,167.2254,116.12875,1966,0,98034
4362,435.0,2,1.0,104.05136,8205.843281,1.5,0,0,4,6,104.05136,0.0,1972,0,98010
4364,318.0,3,2.25,116.12875,94.482351,3.0,0,0,3,8,116.12875,0.0,2008,0,98133
4365,639.0,4,2.0,180.23182,464.515,1.0,0,0,4,7,91.04494,89.18688,1910,0,98107
4366,453.0,3,2.5,162.58025,362.3217,2.0,0,0,3,8,162.58025,0.0,1977,0,98052
4367,800.0,4,1.75,199.74145,849.8766439999999,1.0,0,0,4,7,199.74145,0.0,1955,0,98004
4368,437.0,2,1.75,139.3545,631.7404,1.0,0,0,4,7,84.54173,54.81277,1942,0,98117
4370,490.0,4,2.5,278.709,803.146435,2.0,0,0,3,8,278.709,0.0,1985,0,98034
4371,499.95,4,1.75,141.21256,715.3531,1.0,0,0,4,7,141.21256,0.0,1967,0,98034
4372,160.134,3,1.5,110.55457,939.806748,1.0,0,0,3,7,110.55457,0.0,1968,0,98042
4373,191.0,3,1.0,91.97397,766.914265,1.0,0,0,3,7,91.97397,0.0,1953,0,98148
4374,221.0,3,1.0,116.12875,676.33384,1.0,0,0,3,7,116.12875,0.0,1965,0,98001
4375,352.8,4,2.0,193.23824,590.86308,1.0,0,0,3,7,123.56099,69.67725,1960,0,98118
4376,350.0,3,2.5,152.36092,968.420872,2.0,0,0,3,7,152.36092,0.0,1988,0,98019
4377,458.0,4,1.5,143.99965,278.709,1.5,0,0,3,7,125.41905,18.5806,1918,0,98105
4378,359.95,3,1.0,119.84487,17603.817858,1.0,0,0,4,7,119.84487,0.0,1960,0,98092
4379,1050.0,3,3.0,301.93475,473.15497899999997,2.0,0,3,3,10,301.93475,0.0,2004,0,98146
4380,353.0,3,1.75,117.05778,1093.932825,1.0,0,0,5,6,117.05778,0.0,1942,0,98108
4381,717.55,3,3.5,263.84452,415.090604,3.0,0,0,3,10,263.84452,0.0,2006,0,98052
4382,450.0,3,2.25,182.08988,603.8695,2.0,0,0,4,8,182.08988,0.0,1977,0,98052
4383,167.5,3,1.0,70.60628,287.07027,1.0,0,0,2,5,70.60628,0.0,1903,0,98118
4384,550.0,3,1.75,208.10272,7267.337175,2.0,0,0,5,8,208.10272,0.0,1976,0,98070
4385,939.0,4,2.25,208.10272,899.672652,2.0,0,0,4,9,208.10272,0.0,1970,0,98040
4386,700.0,3,1.75,169.08346,1446.49971,1.0,0,2,3,8,169.08346,0.0,1948,0,98146
4387,480.0,4,3.5,313.08311,40468.5468,2.0,0,3,3,9,313.08311,0.0,2005,0,98045
4388,501.0,3,1.0,107.76748,405.05708,1.0,0,0,4,8,107.76748,0.0,1929,0,98105
4389,580.0,3,2.25,152.36092,801.288375,1.0,0,0,3,8,122.63195999999999,29.72896,1987,0,98052
4390,527.55,1,0.75,76.18046,5544.172331,1.0,0,0,3,5,76.18046,0.0,1999,0,98065
4391,399.0,4,2.5,260.1284,435.436361,2.0,0,0,3,9,260.1284,0.0,2005,0,98038
4392,240.0,3,1.75,165.36734,464.515,1.5,0,0,3,6,100.33524,65.0321,1957,0,98146
4393,353.0,4,2.75,204.3866,24928.569087,1.0,0,0,3,7,130.99323,73.39337,1989,0,98092
4394,335.0,4,2.0,137.49644,290.972196,1.0,0,0,5,6,68.74822,68.74822,1910,0,98108
4395,475.0,3,3.0,186.73503,237.274262,2.0,0,0,3,7,172.79958,13.93545,2001,0,98118
4396,660.0,3,2.0,267.56064,473.8053,1.5,0,0,4,7,193.23824,74.3224,1926,0,98117
4397,551.0,3,1.0,87.32882,180.975044,1.0,0,0,5,6,87.32882,0.0,1900,0,98107
4398,249.95,4,1.75,150.50286,978.26859,1.0,0,0,3,7,150.50286,0.0,1968,0,98030
4400,575.0,3,1.75,142.14159,626.444929,1.0,0,0,3,7,130.99323,11.14836,1955,0,98116
4401,1088.89,4,2.75,321.44438,1054.44905,1.0,0,4,4,9,165.36734,156.07704,1974,0,98006
4402,515.0,4,2.5,268.48967,678.749318,2.0,0,0,3,7,268.48967,0.0,2006,0,98065
4403,235.0,3,1.5,183.94794,1041.814242,1.0,0,0,3,7,183.94794,0.0,1959,0,98168
4404,796.0,3,1.0,183.94794,301.284429,1.5,0,0,3,8,183.94794,0.0,1912,0,98102
4405,450.0,2,1.5,134.70935,236.90265,1.0,0,0,3,7,76.18046,58.52889,1984,0,98103
4407,270.0,4,2.5,168.15443,604.705627,2.0,0,0,3,7,168.15443,0.0,1994,0,98042
4409,565.0,3,1.0,149.57383,381.645524,1.5,0,0,5,7,149.57383,0.0,1928,0,98126
4410,680.0,1,2.5,169.08346,279.452224,2.0,0,0,3,7,101.26427,67.81919,1910,2004,98103
4412,864.5,4,2.5,327.01856,3343.671873,2.0,0,0,4,10,327.01856,0.0,1992,0,98077
4414,335.0,3,2.25,199.74145,2831.311828,2.0,0,0,3,7,199.74145,0.0,1991,0,98188
4415,911.0,4,3.25,327.575978,1482.546074,2.0,0,0,3,10,327.575978,0.0,1997,0,98075
4416,425.0,2,1.0,99.40621,615.482375,1.0,0,0,3,7,77.10949,22.29672,1950,0,98116
4417,299.95,3,1.0,130.99323,7527.093963,1.0,0,0,3,7,130.99323,0.0,1949,1981,98058
4418,864.0,4,2.5,296.36057,4613.377174,2.0,0,0,3,10,296.36057,0.0,1999,0,98074
4419,425.0,2,1.0,117.98681,557.418,1.0,0,0,3,7,117.98681,0.0,1939,0,98199
4420,374.95,4,1.5,183.01891,1346.16447,1.5,0,0,4,7,183.01891,0.0,1963,0,98059
4421,247.0,3,2.25,152.36092,708.84989,1.0,0,0,4,8,109.62554,42.73538,1968,0,98032
4422,475.0,3,1.0,148.6448,665.278383,1.0,0,0,3,8,148.6448,0.0,1953,0,98118
